label,size,model_condition,pid,time
0,31,model_1_SeedDen_0.25,3766385,10
1,34,model_1_SeedDen_0.25,3766385,10
2,31,model_1_SeedDen_0.25,3766385,10
3,30,model_1_SeedDen_0.25,3766385,10
4,21,model_1_SeedDen_0.25,3766385,10
5,28,model_1_SeedDen_0.25,3766385,10
6,30,model_1_SeedDen_0.25,3766385,10
7,31,model_1_SeedDen_0.25,3766385,10
8,25,model_1_SeedDen_0.25,3766385,10
9,29,model_1_SeedDen_0.25,3766385,10
10,30,model_1_SeedDen_0.25,3766385,10
11,31,model_1_SeedDen_0.25,3766385,10
12,30,model_1_SeedDen_0.25,3766385,10
13,28,model_1_SeedDen_0.25,3766385,10
14,14,model_1_SeedDen_0.25,3766385,10
0,117,model_1_SeedDen_0.25,3766385,20
1,111,model_1_SeedDen_0.25,3766385,20
2,121,model_1_SeedDen_0.25,3766385,20
3,113,model_1_SeedDen_0.25,3766385,20
4,94,model_1_SeedDen_0.25,3766385,20
5,107,model_1_SeedDen_0.25,3766385,20
6,110,model_1_SeedDen_0.25,3766385,20
7,113,model_1_SeedDen_0.25,3766385,20
8,100,model_1_SeedDen_0.25,3766385,20
9,106,model_1_SeedDen_0.25,3766385,20
10,116,model_1_SeedDen_0.25,3766385,20
11,117,model_1_SeedDen_0.25,3766385,20
12,103,model_1_SeedDen_0.25,3766385,20
13,102,model_1_SeedDen_0.25,3766385,20
14,56,model_1_SeedDen_0.25,3766385,20
0,716,model_1_SeedDen_0.25,3766385,30
1,250,model_1_SeedDen_0.25,3766385,30
2,445,model_1_SeedDen_0.25,3766385,30
3,245,model_1_SeedDen_0.25,3766385,30
4,242,model_1_SeedDen_0.25,3766385,30
5,260,model_1_SeedDen_0.25,3766385,30
6,247,model_1_SeedDen_0.25,3766385,30
7,260,model_1_SeedDen_0.25,3766385,30
8,262,model_1_SeedDen_0.25,3766385,30
9,201,model_1_SeedDen_0.25,3766385,30
10,203,model_1_SeedDen_0.25,3766385,30
11,124,model_1_SeedDen_0.25,3766385,30
0,1107,model_1_SeedDen_0.25,3766385,40
1,450,model_1_SeedDen_0.25,3766385,40
2,758,model_1_SeedDen_0.25,3766385,40
3,744,model_1_SeedDen_0.25,3766385,40
4,439,model_1_SeedDen_0.25,3766385,40
5,468,model_1_SeedDen_0.25,3766385,40
6,440,model_1_SeedDen_0.25,3766385,40
7,463,model_1_SeedDen_0.25,3766385,40
8,458,model_1_SeedDen_0.25,3766385,40
9,326,model_1_SeedDen_0.25,3766385,40
10,222,model_1_SeedDen_0.25,3766385,40
0,30,model_1_SeedDen_0.25,3766437,10
1,29,model_1_SeedDen_0.25,3766437,10
2,28,model_1_SeedDen_0.25,3766437,10
3,31,model_1_SeedDen_0.25,3766437,10
4,35,model_1_SeedDen_0.25,3766437,10
5,27,model_1_SeedDen_0.25,3766437,10
6,28,model_1_SeedDen_0.25,3766437,10
7,26,model_1_SeedDen_0.25,3766437,10
8,27,model_1_SeedDen_0.25,3766437,10
9,29,model_1_SeedDen_0.25,3766437,10
10,31,model_1_SeedDen_0.25,3766437,10
11,29,model_1_SeedDen_0.25,3766437,10
12,28,model_1_SeedDen_0.25,3766437,10
13,24,model_1_SeedDen_0.25,3766437,10
0,297,model_1_SeedDen_0.25,3766437,20
1,117,model_1_SeedDen_0.25,3766437,20
2,123,model_1_SeedDen_0.25,3766437,20
3,106,model_1_SeedDen_0.25,3766437,20
4,106,model_1_SeedDen_0.25,3766437,20
5,105,model_1_SeedDen_0.25,3766437,20
6,190,model_1_SeedDen_0.25,3766437,20
7,116,model_1_SeedDen_0.25,3766437,20
8,112,model_1_SeedDen_0.25,3766437,20
9,109,model_1_SeedDen_0.25,3766437,20
10,101,model_1_SeedDen_0.25,3766437,20
0,542,model_1_SeedDen_0.25,3766437,30
1,263,model_1_SeedDen_0.25,3766437,30
2,272,model_1_SeedDen_0.25,3766437,30
3,239,model_1_SeedDen_0.25,3766437,30
4,253,model_1_SeedDen_0.25,3766437,30
5,241,model_1_SeedDen_0.25,3766437,30
6,378,model_1_SeedDen_0.25,3766437,30
7,260,model_1_SeedDen_0.25,3766437,30
8,255,model_1_SeedDen_0.25,3766437,30
9,242,model_1_SeedDen_0.25,3766437,30
10,224,model_1_SeedDen_0.25,3766437,30
0,1282,model_1_SeedDen_0.25,3766437,40
1,459,model_1_SeedDen_0.25,3766437,40
2,425,model_1_SeedDen_0.25,3766437,40
3,451,model_1_SeedDen_0.25,3766437,40
4,434,model_1_SeedDen_0.25,3766437,40
5,622,model_1_SeedDen_0.25,3766437,40
6,465,model_1_SeedDen_0.25,3766437,40
7,450,model_1_SeedDen_0.25,3766437,40
8,438,model_1_SeedDen_0.25,3766437,40
9,418,model_1_SeedDen_0.25,3766437,40
0,60,model_1_SeedDen_0.25,3766417,10
1,25,model_1_SeedDen_0.25,3766417,10
2,30,model_1_SeedDen_0.25,3766417,10
3,30,model_1_SeedDen_0.25,3766417,10
4,32,model_1_SeedDen_0.25,3766417,10
5,33,model_1_SeedDen_0.25,3766417,10
6,25,model_1_SeedDen_0.25,3766417,10
7,30,model_1_SeedDen_0.25,3766417,10
8,29,model_1_SeedDen_0.25,3766417,10
9,26,model_1_SeedDen_0.25,3766417,10
10,23,model_1_SeedDen_0.25,3766417,10
11,32,model_1_SeedDen_0.25,3766417,10
12,31,model_1_SeedDen_0.25,3766417,10
13,34,model_1_SeedDen_0.25,3766417,10
0,187,model_1_SeedDen_0.25,3766417,20
1,96,model_1_SeedDen_0.25,3766417,20
2,116,model_1_SeedDen_0.25,3766417,20
3,115,model_1_SeedDen_0.25,3766417,20
4,113,model_1_SeedDen_0.25,3766417,20
5,121,model_1_SeedDen_0.25,3766417,20
6,100,model_1_SeedDen_0.25,3766417,20
7,322,model_1_SeedDen_0.25,3766417,20
8,115,model_1_SeedDen_0.25,3766417,20
9,95,model_1_SeedDen_0.25,3766417,20
10,116,model_1_SeedDen_0.25,3766417,20
11,100,model_1_SeedDen_0.25,3766417,20
0,372,model_1_SeedDen_0.25,3766417,30
1,227,model_1_SeedDen_0.25,3766417,30
2,261,model_1_SeedDen_0.25,3766417,30
3,255,model_1_SeedDen_0.25,3766417,30
4,259,model_1_SeedDen_0.25,3766417,30
5,267,model_1_SeedDen_0.25,3766417,30
6,243,model_1_SeedDen_0.25,3766417,30
7,621,model_1_SeedDen_0.25,3766417,30
8,257,model_1_SeedDen_0.25,3766417,30
9,228,model_1_SeedDen_0.25,3766417,30
10,262,model_1_SeedDen_0.25,3766417,30
11,187,model_1_SeedDen_0.25,3766417,30
0,614,model_1_SeedDen_0.25,3766417,40
1,419,model_1_SeedDen_0.25,3766417,40
2,471,model_1_SeedDen_0.25,3766417,40
3,1388,model_1_SeedDen_0.25,3766417,40
4,463,model_1_SeedDen_0.25,3766417,40
5,466,model_1_SeedDen_0.25,3766417,40
6,442,model_1_SeedDen_0.25,3766417,40
7,468,model_1_SeedDen_0.25,3766417,40
8,421,model_1_SeedDen_0.25,3766417,40
9,462,model_1_SeedDen_0.25,3766417,40
10,290,model_1_SeedDen_0.25,3766417,40
0,28,model_1_SeedDen_0.25,3766413,10
1,23,model_1_SeedDen_0.25,3766413,10
2,23,model_1_SeedDen_0.25,3766413,10
3,25,model_1_SeedDen_0.25,3766413,10
4,33,model_1_SeedDen_0.25,3766413,10
5,32,model_1_SeedDen_0.25,3766413,10
6,28,model_1_SeedDen_0.25,3766413,10
7,26,model_1_SeedDen_0.25,3766413,10
8,26,model_1_SeedDen_0.25,3766413,10
9,26,model_1_SeedDen_0.25,3766413,10
10,25,model_1_SeedDen_0.25,3766413,10
11,32,model_1_SeedDen_0.25,3766413,10
12,32,model_1_SeedDen_0.25,3766413,10
13,28,model_1_SeedDen_0.25,3766413,10
14,18,model_1_SeedDen_0.25,3766413,10
0,113,model_1_SeedDen_0.25,3766413,20
1,96,model_1_SeedDen_0.25,3766413,20
2,102,model_1_SeedDen_0.25,3766413,20
3,226,model_1_SeedDen_0.25,3766413,20
4,117,model_1_SeedDen_0.25,3766413,20
5,107,model_1_SeedDen_0.25,3766413,20
6,107,model_1_SeedDen_0.25,3766413,20
7,107,model_1_SeedDen_0.25,3766413,20
8,100,model_1_SeedDen_0.25,3766413,20
9,106,model_1_SeedDen_0.25,3766413,20
10,236,model_1_SeedDen_0.25,3766413,20
11,87,model_1_SeedDen_0.25,3766413,20
12,69,model_1_SeedDen_0.25,3766413,20
0,250,model_1_SeedDen_0.25,3766413,30
1,229,model_1_SeedDen_0.25,3766413,30
2,485,model_1_SeedDen_0.25,3766413,30
3,447,model_1_SeedDen_0.25,3766413,30
4,250,model_1_SeedDen_0.25,3766413,30
5,243,model_1_SeedDen_0.25,3766413,30
6,239,model_1_SeedDen_0.25,3766413,30
7,234,model_1_SeedDen_0.25,3766413,30
8,705,model_1_SeedDen_0.25,3766413,30
9,178,model_1_SeedDen_0.25,3766413,30
10,144,model_1_SeedDen_0.25,3766413,30
0,438,model_1_SeedDen_0.25,3766413,40
1,413,model_1_SeedDen_0.25,3766413,40
2,804,model_1_SeedDen_0.25,3766413,40
3,718,model_1_SeedDen_0.25,3766413,40
4,447,model_1_SeedDen_0.25,3766413,40
5,439,model_1_SeedDen_0.25,3766413,40
6,429,model_1_SeedDen_0.25,3766413,40
7,433,model_1_SeedDen_0.25,3766413,40
8,1052,model_1_SeedDen_0.25,3766413,40
9,283,model_1_SeedDen_0.25,3766413,40
10,250,model_1_SeedDen_0.25,3766413,40
0,29,model_1_SeedDen_0.25,3766439,10
1,26,model_1_SeedDen_0.25,3766439,10
2,33,model_1_SeedDen_0.25,3766439,10
3,29,model_1_SeedDen_0.25,3766439,10
4,30,model_1_SeedDen_0.25,3766439,10
5,20,model_1_SeedDen_0.25,3766439,10
6,26,model_1_SeedDen_0.25,3766439,10
7,34,model_1_SeedDen_0.25,3766439,10
8,27,model_1_SeedDen_0.25,3766439,10
9,30,model_1_SeedDen_0.25,3766439,10
10,32,model_1_SeedDen_0.25,3766439,10
11,29,model_1_SeedDen_0.25,3766439,10
12,26,model_1_SeedDen_0.25,3766439,10
13,17,model_1_SeedDen_0.25,3766439,10
14,21,model_1_SeedDen_0.25,3766439,10
0,110,model_1_SeedDen_0.25,3766439,20
1,104,model_1_SeedDen_0.25,3766439,20
2,121,model_1_SeedDen_0.25,3766439,20
3,113,model_1_SeedDen_0.25,3766439,20
4,91,model_1_SeedDen_0.25,3766439,20
5,117,model_1_SeedDen_0.25,3766439,20
6,108,model_1_SeedDen_0.25,3766439,20
7,112,model_1_SeedDen_0.25,3766439,20
8,121,model_1_SeedDen_0.25,3766439,20
9,116,model_1_SeedDen_0.25,3766439,20
10,116,model_1_SeedDen_0.25,3766439,20
11,112,model_1_SeedDen_0.25,3766439,20
12,105,model_1_SeedDen_0.25,3766439,20
13,70,model_1_SeedDen_0.25,3766439,20
14,56,model_1_SeedDen_0.25,3766439,20
0,247,model_1_SeedDen_0.25,3766439,30
1,754,model_1_SeedDen_0.25,3766439,30
2,266,model_1_SeedDen_0.25,3766439,30
3,469,model_1_SeedDen_0.25,3766439,30
4,252,model_1_SeedDen_0.25,3766439,30
5,266,model_1_SeedDen_0.25,3766439,30
6,623,model_1_SeedDen_0.25,3766439,30
7,253,model_1_SeedDen_0.25,3766439,30
8,250,model_1_SeedDen_0.25,3766439,30
9,115,model_1_SeedDen_0.25,3766439,30
0,445,model_1_SeedDen_0.25,3766439,40
1,1182,model_1_SeedDen_0.25,3766439,40
2,2133,model_1_SeedDen_0.25,3766439,40
3,465,model_1_SeedDen_0.25,3766439,40
4,470,model_1_SeedDen_0.25,3766439,40
5,444,model_1_SeedDen_0.25,3766439,40
6,445,model_1_SeedDen_0.25,3766439,40
7,187,model_1_SeedDen_0.25,3766439,40
0,27,model_1_SeedDen_0.25,3766414,10
1,26,model_1_SeedDen_0.25,3766414,10
2,26,model_1_SeedDen_0.25,3766414,10
3,34,model_1_SeedDen_0.25,3766414,10
4,30,model_1_SeedDen_0.25,3766414,10
5,28,model_1_SeedDen_0.25,3766414,10
6,32,model_1_SeedDen_0.25,3766414,10
7,28,model_1_SeedDen_0.25,3766414,10
8,32,model_1_SeedDen_0.25,3766414,10
9,25,model_1_SeedDen_0.25,3766414,10
10,29,model_1_SeedDen_0.25,3766414,10
11,23,model_1_SeedDen_0.25,3766414,10
12,24,model_1_SeedDen_0.25,3766414,10
13,30,model_1_SeedDen_0.25,3766414,10
14,31,model_1_SeedDen_0.25,3766414,10
0,111,model_1_SeedDen_0.25,3766414,20
1,106,model_1_SeedDen_0.25,3766414,20
2,106,model_1_SeedDen_0.25,3766414,20
3,116,model_1_SeedDen_0.25,3766414,20
4,118,model_1_SeedDen_0.25,3766414,20
5,109,model_1_SeedDen_0.25,3766414,20
6,118,model_1_SeedDen_0.25,3766414,20
7,106,model_1_SeedDen_0.25,3766414,20
8,112,model_1_SeedDen_0.25,3766414,20
9,100,model_1_SeedDen_0.25,3766414,20
10,115,model_1_SeedDen_0.25,3766414,20
11,105,model_1_SeedDen_0.25,3766414,20
12,99,model_1_SeedDen_0.25,3766414,20
13,112,model_1_SeedDen_0.25,3766414,20
14,113,model_1_SeedDen_0.25,3766414,20
0,247,model_1_SeedDen_0.25,3766414,30
1,236,model_1_SeedDen_0.25,3766414,30
2,239,model_1_SeedDen_0.25,3766414,30
3,260,model_1_SeedDen_0.25,3766414,30
4,767,model_1_SeedDen_0.25,3766414,30
5,254,model_1_SeedDen_0.25,3766414,30
6,237,model_1_SeedDen_0.25,3766414,30
7,237,model_1_SeedDen_0.25,3766414,30
8,257,model_1_SeedDen_0.25,3766414,30
9,237,model_1_SeedDen_0.25,3766414,30
10,237,model_1_SeedDen_0.25,3766414,30
11,217,model_1_SeedDen_0.25,3766414,30
12,217,model_1_SeedDen_0.25,3766414,30
0,447,model_1_SeedDen_0.25,3766414,40
1,431,model_1_SeedDen_0.25,3766414,40
2,430,model_1_SeedDen_0.25,3766414,40
3,459,model_1_SeedDen_0.25,3766414,40
4,1237,model_1_SeedDen_0.25,3766414,40
5,455,model_1_SeedDen_0.25,3766414,40
6,432,model_1_SeedDen_0.25,3766414,40
7,769,model_1_SeedDen_0.25,3766414,40
8,457,model_1_SeedDen_0.25,3766414,40
9,437,model_1_SeedDen_0.25,3766414,40
10,431,model_1_SeedDen_0.25,3766414,40
11,346,model_1_SeedDen_0.25,3766414,40
0,29,model_1_SeedDen_0.25,3766438,10
1,27,model_1_SeedDen_0.25,3766438,10
2,25,model_1_SeedDen_0.25,3766438,10
3,19,model_1_SeedDen_0.25,3766438,10
4,25,model_1_SeedDen_0.25,3766438,10
5,23,model_1_SeedDen_0.25,3766438,10
6,24,model_1_SeedDen_0.25,3766438,10
7,30,model_1_SeedDen_0.25,3766438,10
8,29,model_1_SeedDen_0.25,3766438,10
9,29,model_1_SeedDen_0.25,3766438,10
10,27,model_1_SeedDen_0.25,3766438,10
11,25,model_1_SeedDen_0.25,3766438,10
12,26,model_1_SeedDen_0.25,3766438,10
13,21,model_1_SeedDen_0.25,3766438,10
0,110,model_1_SeedDen_0.25,3766438,20
1,108,model_1_SeedDen_0.25,3766438,20
2,106,model_1_SeedDen_0.25,3766438,20
3,91,model_1_SeedDen_0.25,3766438,20
4,100,model_1_SeedDen_0.25,3766438,20
5,101,model_1_SeedDen_0.25,3766438,20
6,101,model_1_SeedDen_0.25,3766438,20
7,113,model_1_SeedDen_0.25,3766438,20
8,108,model_1_SeedDen_0.25,3766438,20
9,111,model_1_SeedDen_0.25,3766438,20
10,107,model_1_SeedDen_0.25,3766438,20
11,100,model_1_SeedDen_0.25,3766438,20
12,95,model_1_SeedDen_0.25,3766438,20
13,89,model_1_SeedDen_0.25,3766438,20
0,257,model_1_SeedDen_0.25,3766438,30
1,249,model_1_SeedDen_0.25,3766438,30
2,239,model_1_SeedDen_0.25,3766438,30
3,222,model_1_SeedDen_0.25,3766438,30
4,239,model_1_SeedDen_0.25,3766438,30
5,229,model_1_SeedDen_0.25,3766438,30
6,236,model_1_SeedDen_0.25,3766438,30
7,253,model_1_SeedDen_0.25,3766438,30
8,254,model_1_SeedDen_0.25,3766438,30
9,246,model_1_SeedDen_0.25,3766438,30
10,238,model_1_SeedDen_0.25,3766438,30
11,204,model_1_SeedDen_0.25,3766438,30
12,188,model_1_SeedDen_0.25,3766438,30
13,178,model_1_SeedDen_0.25,3766438,30
0,877,model_1_SeedDen_0.25,3766438,40
1,438,model_1_SeedDen_0.25,3766438,40
2,411,model_1_SeedDen_0.25,3766438,40
3,443,model_1_SeedDen_0.25,3766438,40
4,436,model_1_SeedDen_0.25,3766438,40
5,429,model_1_SeedDen_0.25,3766438,40
6,464,model_1_SeedDen_0.25,3766438,40
7,421,model_1_SeedDen_0.25,3766438,40
8,447,model_1_SeedDen_0.25,3766438,40
9,387,model_1_SeedDen_0.25,3766438,40
10,334,model_1_SeedDen_0.25,3766438,40
11,314,model_1_SeedDen_0.25,3766438,40
12,291,model_1_SeedDen_0.25,3766438,40
0,30,model_1_SeedDen_0.25,3766440,10
1,27,model_1_SeedDen_0.25,3766440,10
2,20,model_1_SeedDen_0.25,3766440,10
3,28,model_1_SeedDen_0.25,3766440,10
4,33,model_1_SeedDen_0.25,3766440,10
5,24,model_1_SeedDen_0.25,3766440,10
6,22,model_1_SeedDen_0.25,3766440,10
7,33,model_1_SeedDen_0.25,3766440,10
8,35,model_1_SeedDen_0.25,3766440,10
9,25,model_1_SeedDen_0.25,3766440,10
10,33,model_1_SeedDen_0.25,3766440,10
11,28,model_1_SeedDen_0.25,3766440,10
12,35,model_1_SeedDen_0.25,3766440,10
13,25,model_1_SeedDen_0.25,3766440,10
14,23,model_1_SeedDen_0.25,3766440,10
0,108,model_1_SeedDen_0.25,3766440,20
1,98,model_1_SeedDen_0.25,3766440,20
2,109,model_1_SeedDen_0.25,3766440,20
3,89,model_1_SeedDen_0.25,3766440,20
4,118,model_1_SeedDen_0.25,3766440,20
5,102,model_1_SeedDen_0.25,3766440,20
6,98,model_1_SeedDen_0.25,3766440,20
7,117,model_1_SeedDen_0.25,3766440,20
8,123,model_1_SeedDen_0.25,3766440,20
9,100,model_1_SeedDen_0.25,3766440,20
10,123,model_1_SeedDen_0.25,3766440,20
11,111,model_1_SeedDen_0.25,3766440,20
12,113,model_1_SeedDen_0.25,3766440,20
13,101,model_1_SeedDen_0.25,3766440,20
14,83,model_1_SeedDen_0.25,3766440,20
0,244,model_1_SeedDen_0.25,3766440,30
1,235,model_1_SeedDen_0.25,3766440,30
2,231,model_1_SeedDen_0.25,3766440,30
3,511,model_1_SeedDen_0.25,3766440,30
4,237,model_1_SeedDen_0.25,3766440,30
5,227,model_1_SeedDen_0.25,3766440,30
6,263,model_1_SeedDen_0.25,3766440,30
7,263,model_1_SeedDen_0.25,3766440,30
8,230,model_1_SeedDen_0.25,3766440,30
9,268,model_1_SeedDen_0.25,3766440,30
10,252,model_1_SeedDen_0.25,3766440,30
11,247,model_1_SeedDen_0.25,3766440,30
12,191,model_1_SeedDen_0.25,3766440,30
13,156,model_1_SeedDen_0.25,3766440,30
0,438,model_1_SeedDen_0.25,3766440,40
1,433,model_1_SeedDen_0.25,3766440,40
2,416,model_1_SeedDen_0.25,3766440,40
3,1242,model_1_SeedDen_0.25,3766440,40
4,433,model_1_SeedDen_0.25,3766440,40
5,472,model_1_SeedDen_0.25,3766440,40
6,468,model_1_SeedDen_0.25,3766440,40
7,428,model_1_SeedDen_0.25,3766440,40
8,446,model_1_SeedDen_0.25,3766440,40
9,427,model_1_SeedDen_0.25,3766440,40
10,425,model_1_SeedDen_0.25,3766440,40
11,317,model_1_SeedDen_0.25,3766440,40
12,249,model_1_SeedDen_0.25,3766440,40
0,31,model_1_SeedDen_0.25,3766441,10
1,25,model_1_SeedDen_0.25,3766441,10
2,25,model_1_SeedDen_0.25,3766441,10
3,33,model_1_SeedDen_0.25,3766441,10
4,31,model_1_SeedDen_0.25,3766441,10
5,29,model_1_SeedDen_0.25,3766441,10
6,32,model_1_SeedDen_0.25,3766441,10
7,27,model_1_SeedDen_0.25,3766441,10
8,31,model_1_SeedDen_0.25,3766441,10
9,31,model_1_SeedDen_0.25,3766441,10
10,21,model_1_SeedDen_0.25,3766441,10
11,31,model_1_SeedDen_0.25,3766441,10
12,30,model_1_SeedDen_0.25,3766441,10
13,21,model_1_SeedDen_0.25,3766441,10
14,13,model_1_SeedDen_0.25,3766441,10
0,116,model_1_SeedDen_0.25,3766441,20
1,97,model_1_SeedDen_0.25,3766441,20
2,102,model_1_SeedDen_0.25,3766441,20
3,113,model_1_SeedDen_0.25,3766441,20
4,124,model_1_SeedDen_0.25,3766441,20
5,104,model_1_SeedDen_0.25,3766441,20
6,117,model_1_SeedDen_0.25,3766441,20
7,103,model_1_SeedDen_0.25,3766441,20
8,217,model_1_SeedDen_0.25,3766441,20
9,112,model_1_SeedDen_0.25,3766441,20
10,98,model_1_SeedDen_0.25,3766441,20
11,91,model_1_SeedDen_0.25,3766441,20
12,54,model_1_SeedDen_0.25,3766441,20
13,57,model_1_SeedDen_0.25,3766441,20
0,260,model_1_SeedDen_0.25,3766441,30
1,236,model_1_SeedDen_0.25,3766441,30
2,233,model_1_SeedDen_0.25,3766441,30
3,263,model_1_SeedDen_0.25,3766441,30
4,272,model_1_SeedDen_0.25,3766441,30
5,256,model_1_SeedDen_0.25,3766441,30
6,241,model_1_SeedDen_0.25,3766441,30
7,252,model_1_SeedDen_0.25,3766441,30
8,243,model_1_SeedDen_0.25,3766441,30
9,377,model_1_SeedDen_0.25,3766441,30
10,231,model_1_SeedDen_0.25,3766441,30
11,279,model_1_SeedDen_0.25,3766441,30
12,117,model_1_SeedDen_0.25,3766441,30
0,864,model_1_SeedDen_0.25,3766441,40
1,423,model_1_SeedDen_0.25,3766441,40
2,463,model_1_SeedDen_0.25,3766441,40
3,854,model_1_SeedDen_0.25,3766441,40
4,449,model_1_SeedDen_0.25,3766441,40
5,441,model_1_SeedDen_0.25,3766441,40
6,436,model_1_SeedDen_0.25,3766441,40
7,454,model_1_SeedDen_0.25,3766441,40
8,571,model_1_SeedDen_0.25,3766441,40
9,443,model_1_SeedDen_0.25,3766441,40
10,190,model_1_SeedDen_0.25,3766441,40
0,29,model_1_SeedDen_0.25,3766412,10
1,32,model_1_SeedDen_0.25,3766412,10
2,21,model_1_SeedDen_0.25,3766412,10
3,24,model_1_SeedDen_0.25,3766412,10
4,29,model_1_SeedDen_0.25,3766412,10
5,25,model_1_SeedDen_0.25,3766412,10
6,26,model_1_SeedDen_0.25,3766412,10
7,26,model_1_SeedDen_0.25,3766412,10
8,29,model_1_SeedDen_0.25,3766412,10
9,26,model_1_SeedDen_0.25,3766412,10
10,31,model_1_SeedDen_0.25,3766412,10
11,27,model_1_SeedDen_0.25,3766412,10
12,22,model_1_SeedDen_0.25,3766412,10
13,21,model_1_SeedDen_0.25,3766412,10
14,23,model_1_SeedDen_0.25,3766412,10
0,109,model_1_SeedDen_0.25,3766412,20
1,122,model_1_SeedDen_0.25,3766412,20
2,180,model_1_SeedDen_0.25,3766412,20
3,117,model_1_SeedDen_0.25,3766412,20
4,113,model_1_SeedDen_0.25,3766412,20
5,102,model_1_SeedDen_0.25,3766412,20
6,108,model_1_SeedDen_0.25,3766412,20
7,111,model_1_SeedDen_0.25,3766412,20
8,105,model_1_SeedDen_0.25,3766412,20
9,112,model_1_SeedDen_0.25,3766412,20
10,106,model_1_SeedDen_0.25,3766412,20
11,97,model_1_SeedDen_0.25,3766412,20
12,96,model_1_SeedDen_0.25,3766412,20
13,71,model_1_SeedDen_0.25,3766412,20
0,849,model_1_SeedDen_0.25,3766412,30
1,267,model_1_SeedDen_0.25,3766412,30
2,250,model_1_SeedDen_0.25,3766412,30
3,248,model_1_SeedDen_0.25,3766412,30
4,251,model_1_SeedDen_0.25,3766412,30
5,252,model_1_SeedDen_0.25,3766412,30
6,456,model_1_SeedDen_0.25,3766412,30
7,249,model_1_SeedDen_0.25,3766412,30
8,228,model_1_SeedDen_0.25,3766412,30
9,222,model_1_SeedDen_0.25,3766412,30
10,145,model_1_SeedDen_0.25,3766412,30
0,1322,model_1_SeedDen_0.25,3766412,40
1,469,model_1_SeedDen_0.25,3766412,40
2,440,model_1_SeedDen_0.25,3766412,40
3,824,model_1_SeedDen_0.25,3766412,40
4,444,model_1_SeedDen_0.25,3766412,40
5,756,model_1_SeedDen_0.25,3766412,40
6,455,model_1_SeedDen_0.25,3766412,40
7,417,model_1_SeedDen_0.25,3766412,40
8,373,model_1_SeedDen_0.25,3766412,40
9,244,model_1_SeedDen_0.25,3766412,40
0,25,model_1_SeedDen_0.25,3766442,10
1,35,model_1_SeedDen_0.25,3766442,10
2,29,model_1_SeedDen_0.25,3766442,10
3,34,model_1_SeedDen_0.25,3766442,10
4,18,model_1_SeedDen_0.25,3766442,10
5,28,model_1_SeedDen_0.25,3766442,10
6,27,model_1_SeedDen_0.25,3766442,10
7,28,model_1_SeedDen_0.25,3766442,10
8,22,model_1_SeedDen_0.25,3766442,10
9,24,model_1_SeedDen_0.25,3766442,10
10,25,model_1_SeedDen_0.25,3766442,10
11,35,model_1_SeedDen_0.25,3766442,10
12,28,model_1_SeedDen_0.25,3766442,10
13,28,model_1_SeedDen_0.25,3766442,10
14,25,model_1_SeedDen_0.25,3766442,10
0,106,model_1_SeedDen_0.25,3766442,20
1,121,model_1_SeedDen_0.25,3766442,20
2,112,model_1_SeedDen_0.25,3766442,20
3,114,model_1_SeedDen_0.25,3766442,20
4,89,model_1_SeedDen_0.25,3766442,20
5,112,model_1_SeedDen_0.25,3766442,20
6,106,model_1_SeedDen_0.25,3766442,20
7,112,model_1_SeedDen_0.25,3766442,20
8,100,model_1_SeedDen_0.25,3766442,20
9,195,model_1_SeedDen_0.25,3766442,20
10,104,model_1_SeedDen_0.25,3766442,20
11,112,model_1_SeedDen_0.25,3766442,20
12,106,model_1_SeedDen_0.25,3766442,20
13,106,model_1_SeedDen_0.25,3766442,20
0,240,model_1_SeedDen_0.25,3766442,30
1,261,model_1_SeedDen_0.25,3766442,30
2,449,model_1_SeedDen_0.25,3766442,30
3,254,model_1_SeedDen_0.25,3766442,30
4,252,model_1_SeedDen_0.25,3766442,30
5,255,model_1_SeedDen_0.25,3766442,30
6,608,model_1_SeedDen_0.25,3766442,30
7,229,model_1_SeedDen_0.25,3766442,30
8,233,model_1_SeedDen_0.25,3766442,30
9,253,model_1_SeedDen_0.25,3766442,30
10,254,model_1_SeedDen_0.25,3766442,30
11,238,model_1_SeedDen_0.25,3766442,30
0,437,model_1_SeedDen_0.25,3766442,40
1,466,model_1_SeedDen_0.25,3766442,40
2,742,model_1_SeedDen_0.25,3766442,40
3,462,model_1_SeedDen_0.25,3766442,40
4,446,model_1_SeedDen_0.25,3766442,40
5,454,model_1_SeedDen_0.25,3766442,40
6,961,model_1_SeedDen_0.25,3766442,40
7,413,model_1_SeedDen_0.25,3766442,40
8,425,model_1_SeedDen_0.25,3766442,40
9,453,model_1_SeedDen_0.25,3766442,40
10,445,model_1_SeedDen_0.25,3766442,40
11,382,model_1_SeedDen_0.25,3766442,40
0,33,model_1_SeedDen_0.25,3766416,10
1,29,model_1_SeedDen_0.25,3766416,10
2,24,model_1_SeedDen_0.25,3766416,10
3,28,model_1_SeedDen_0.25,3766416,10
4,28,model_1_SeedDen_0.25,3766416,10
5,30,model_1_SeedDen_0.25,3766416,10
6,19,model_1_SeedDen_0.25,3766416,10
7,31,model_1_SeedDen_0.25,3766416,10
8,28,model_1_SeedDen_0.25,3766416,10
9,28,model_1_SeedDen_0.25,3766416,10
10,28,model_1_SeedDen_0.25,3766416,10
11,26,model_1_SeedDen_0.25,3766416,10
12,26,model_1_SeedDen_0.25,3766416,10
